0.15000000000000002	0.	0.
0.1481532510892707	0.011732584878017316	0.
0.14265847744427304	0.02317627457812106	0.
0.1336509786282552	0.03404928748046601	0.
0.12135254915624213	0.044083893921935485	0.
0.10606601717798213	0.053033008588991064	0.
0.08816778784387097	0.06067627457812107	0.
0.06809857496093202	0.0668254893141276	0.
0.04635254915624212	0.07132923872213652	0.
0.02346516975603463	0.07407662554463534	0.
0.	0.07500000000000001	0.
-0.02346516975603463	0.07407662554463534	0.
-0.04635254915624212	0.07132923872213652	0.
-0.06809857496093202	0.0668254893141276	0.
-0.08816778784387097	0.06067627457812107	0.
-0.10606601717798213	0.053033008588991064	0.
-0.12135254915624213	0.044083893921935485	0.
-0.1336509786282552	0.03404928748046601	0.
-0.14265847744427304	0.02317627457812106	0.
-0.1481532510892707	0.011732584878017316	0.
-0.15000000000000002	0.	0.
-0.1481532510892707	-0.011732584878017316	0.
-0.14265847744427304	-0.02317627457812106	0.
-0.1336509786282552	-0.03404928748046601	0.
-0.12135254915624213	-0.044083893921935485	0.
-0.10606601717798213	-0.053033008588991064	0.
-0.08816778784387097	-0.06067627457812107	0.
-0.06809857496093202	-0.0668254893141276	0.
-0.04635254915624212	-0.07132923872213652	0.
-0.02346516975603463	-0.07407662554463534	0.
0.	-0.07500000000000001	0.
0.02346516975603463	-0.07407662554463534	0.
0.04635254915624212	-0.07132923872213652	0.
0.06809857496093202	-0.0668254893141276	0.
0.08816778784387097	-0.06067627457812107	0.
0.10606601717798213	-0.053033008588991064	0.
0.12135254915624213	-0.044083893921935485	0.
0.1336509786282552	-0.03404928748046601	0.
0.14265847744427304	-0.02317627457812106	0.
0.1481532510892707	-0.011732584878017316	0.
