0	0.	606.5306597126335
10	1.e-8	367.87944117144195
20	6.4e-7	223.13016014840488
30	7.29e-6	135.335283236214
40	0.00004096	82.08499862092933
50	0.00015625	49.787068354077626
60	0.00046656	30.197383375907933
70	0.00117649	18.315638764982594
80	0.00262144	11.108996261774646
90	0.00531441	6.737946461574475
100	0.01	4.086770504227082
110	0.01771561	2.47875069609338
120	0.02985984	1.503437021314747
130	0.04826809	0.9118789831177723
140	0.07529536	0.5530804998801832
150	0.11390625	0.3354578471175779
160	0.16777216	0.20346271369889796
170	0.24137569	0.12340336577450058
180	0.34012224	0.07484474633590507
190	0.47045881	0.04539237156809186
200	0.64	0.027528604750515547
210	0.85766121	0.01669376076765156
220	1.13379904	0.010122238890850154
230	1.48035889	0.006136603388167328
240	1.91102976	0.003719423342425018
250	2.44140625	0.002253581624602179
260	3.08915776	0.001364765205029984
270	3.87420489	0.0008259312199679385
280	4.81890304	0.0004993629253327287
290	5.94823321	0.00030152483029726926
300	7.29	0.00018174606683556274
310	8.87503681	0.00010929091008140355
320	10.73741824	0.00006551632020132947
330	12.91467969	0.00003911491801326316
340	15.44804416	0.000023229398376251936
350	18.38265625	0.000013702072259333845
360	21.76782336	8.012950796239111e-6
370	25.65726409	4.635503152069969e-6
380	30.10936384	2.6457937139160057e-6
390	35.18743761	1.485340944402479e-6
400	40.96	8.17242391532426e-7
410	47.50104241	4.388868822000174e-7
420	54.89031744	2.2899683815605882e-7
430	63.21363049	1.1549339098535561e-7
440	72.56313856	5.598788956665633e-8
450	83.03765625	2.59292557745663e-8
460	94.74296896	1.1397115795042996e-8
470	107.79215329	4.721367463374288e-9
480	122.30590464	1.8297159122748922e-9
490	138.41287201	6.58170567776814e-10
